"","Countrycode","Country.or.Area","Subgroup","Source","Year","Value","Region"
"670","CZE","Czech Republic","Female","UNESCO_UIS Database_Sep2007",2001,497863,"Europe & Central Asia"
"671","CZE","Czech Republic","Female","UNESCO_UIS Database_Sep2007",2004,482736,"Europe & Central Asia"
"672","CZE","Czech Republic","Female","UNESCO_UIS Database_Sep2007",2003,494871,"Europe & Central Asia"
"673","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2004,4043861,"Europe & Central Asia"
"674","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2005,4283039,"Europe & Central Asia"
"675","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2004,4338069,"Europe & Central Asia"
"676","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2000,4290442,"Europe & Central Asia"
"677","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2001,4330862,"Europe & Central Asia"
"678","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2002,4372521,"Europe & Central Asia"
"679","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",1999,4236548,"Europe & Central Asia"
"680","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",1999,3948598,"Europe & Central Asia"
"681","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2000,4016835,"Europe & Central Asia"
"682","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2001,4056663,"Europe & Central Asia"
"683","DEU","Germany","Male","UNESCO_UIS Database_Sep2007",2003,4370694,"Europe & Central Asia"
"684","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2002,4092629,"Europe & Central Asia"
"685","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2005,3984597,"Europe & Central Asia"
"686","DEU","Germany","Female","UNESCO_UIS Database_Sep2007",2003,4075865,"Europe & Central Asia"
"687","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2003,14257,"Middle East & North Africa"
"688","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2002,12737,"Middle East & North Africa"
"689","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2003,9239,"Middle East & North Africa"
"690","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2004,15821,"Middle East & North Africa"
"691","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2005,18233,"Middle East & North Africa"
"692","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",1999,9064,"Middle East & North Africa"
"693","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2000,9599,"Middle East & North Africa"
"694","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2004,10728,"Middle East & North Africa"
"695","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2005,11909,"Middle East & North Africa"
"696","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2001,7158,"Middle East & North Africa"
"697","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2002,7779,"Middle East & North Africa"
"698","DJI","Djibouti","Male","UNESCO_UIS Database_Sep2007",2001,11650,"Middle East & North Africa"
"699","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",1999,6447,"Middle East & North Africa"
"700","DJI","Djibouti","Female","UNESCO_UIS Database_Sep2007",2000,6213,"Middle East & North Africa"
"701","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2003,3733,"Latin America & Caribbean"
"702","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2004,3707,"Latin America & Caribbean"
"703","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",1999,4031,"Latin America & Caribbean"
"704","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2005,3739,"Latin America & Caribbean"
"705","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",1999,3095,"Latin America & Caribbean"
"706","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2000,3504,"Latin America & Caribbean"
"707","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2002,3589,"Latin America & Caribbean"
"708","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2001,3890,"Latin America & Caribbean"
"709","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2002,3911,"Latin America & Caribbean"
"710","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2001,3566,"Latin America & Caribbean"
"711","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2000,3925,"Latin America & Caribbean"
"712","DMA","Dominica","Male","UNESCO_UIS Database_Sep2007",2005,3737,"Latin America & Caribbean"
"713","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2004,3770,"Latin America & Caribbean"
"714","DMA","Dominica","Female","UNESCO_UIS Database_Sep2007",2003,3991,"Latin America & Caribbean"
"715","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2005,230059,"Europe & Central Asia"
"716","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",1999,209833,"Europe & Central Asia"
"717","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",1999,212566,"Europe & Central Asia"
"718","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2000,213346,"Europe & Central Asia"
"719","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2001,221236,"Europe & Central Asia"
"720","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2003,223759,"Europe & Central Asia"
"721","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2004,224118,"Europe & Central Asia"
"722","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2000,212803,"Europe & Central Asia"
"723","DNK","Denmark","Female","UNESCO_UIS Database_Sep2007",2002,217468,"Europe & Central Asia"
"724","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2005,234893,"Europe & Central Asia"
"725","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2004,225632,"Europe & Central Asia"
"726","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2003,223104,"Europe & Central Asia"
"727","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2001,220287,"Europe & Central Asia"
"728","DNK","Denmark","Male","UNESCO_UIS Database_Sep2007",2002,217049,"Europe & Central Asia"
"729","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2001,343658,"Latin America & Caribbean"
"730","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2002,346040,"Latin America & Caribbean"
"731","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2003,408818,"Latin America & Caribbean"
"732","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2004,424860,"Latin America & Caribbean"
"733","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2005,436088,"Latin America & Caribbean"
"734","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2000,295711,"Latin America & Caribbean"
"735","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",1999,335883,"Latin America & Caribbean"
"736","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2000,357847,"Latin America & Caribbean"
"737","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",1999,274636,"Latin America & Caribbean"
"738","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2003,343278,"Latin America & Caribbean"
"739","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2004,357830,"Latin America & Caribbean"
"740","DOM","Dominican Republic","Male","UNESCO_UIS Database_Sep2007",2005,372264,"Latin America & Caribbean"
"741","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2002,411750,"Latin America & Caribbean"
"742","DOM","Dominican Republic","Female","UNESCO_UIS Database_Sep2007",2001,408830,"Latin America & Caribbean"
"743","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2005,1905649,"Middle East & North Africa"
"744","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",1999,1708487,"Middle East & North Africa"
"745","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",1999,1715721,"Middle East & North Africa"
"746","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2000,1715721,"Middle East & North Africa"
"747","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2001,1715721,"Middle East & North Africa"
"748","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2002,1715721,"Middle East & North Africa"
"749","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2003,1793152,"Middle East & North Africa"
"750","DZA","Algeria","Female","UNESCO_UIS Database_Sep2007",2004,1863415,"Middle East & North Africa"
"751","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2001,1708487,"Middle East & North Africa"
"752","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2002,1708487,"Middle East & North Africa"
"753","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2000,1708487,"Middle East & North Africa"
"754","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2005,1850172,"Middle East & North Africa"
"755","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2003,1755332,"Middle East & North Africa"
"756","DZA","Algeria","Male","UNESCO_UIS Database_Sep2007",2004,1813692,"Middle East & North Africa"
"757","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",1999,452599,"Latin America & Caribbean"
"758","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2000,455413,"Latin America & Caribbean"
"759","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2000,461832,"Latin America & Caribbean"
"760","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2001,470721,"Latin America & Caribbean"
"761","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2004,490836,"Latin America & Caribbean"
"762","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2001,465685,"Latin America & Caribbean"
"763","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2002,477266,"Latin America & Caribbean"
"764","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2003,482792,"Latin America & Caribbean"
"765","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2002,489096,"Latin America & Caribbean"
"766","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",2005,492271,"Latin America & Caribbean"
"767","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2003,489985,"Latin America & Caribbean"
"768","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2004,505699,"Latin America & Caribbean"
"769","ECU","Ecuador","Female","UNESCO_UIS Database_Sep2007",1999,450970,"Latin America & Caribbean"
"770","ECU","Ecuador","Male","UNESCO_UIS Database_Sep2007",2005,507442,"Latin America & Caribbean"
"771","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2000,3777480,"Middle East & North Africa"
"772","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",1999,4085196,"Middle East & North Africa"
"773","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2000,4250690,"Middle East & North Africa"
"774","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2004,3947348,"Middle East & North Africa"
"775","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2001,3934216,"Middle East & North Africa"
"776","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2002,3936410,"Middle East & North Africa"
"777","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2003,3965401,"Middle East & North Africa"
"778","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2001,4389381,"Middle East & North Africa"
"779","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",2005,3847158,"Middle East & North Africa"
"780","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2002,4423906,"Middle East & North Africa"
"781","EGY","Egypt","Female","UNESCO_UIS Database_Sep2007",1999,3585835,"Middle East & North Africa"
"782","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2004,4382474,"Middle East & North Africa"
"783","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2003,4418664,"Middle East & North Africa"
"784","EGY","Egypt","Male","UNESCO_UIS Database_Sep2007",2005,4330162,"Middle East & North Africa"
"785","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",1999,68210,"Sub-Saharan Africa"
"786","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2000,79583,"Sub-Saharan Africa"
"787","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2001,59059,"Sub-Saharan Africa"
"788","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2002,60071,"Sub-Saharan Africa"
"789","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2003,63293,"Sub-Saharan Africa"
"790","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2004,70175,"Sub-Saharan Africa"
"791","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2005,80712,"Sub-Saharan Africa"
"792","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2004,123949,"Sub-Saharan Africa"
"793","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2005,136232,"Sub-Saharan Africa"
"794","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2001,83065,"Sub-Saharan Africa"
"795","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",2000,55626,"Sub-Saharan Africa"
"796","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2003,97980,"Sub-Saharan Africa"
"797","ERI","Eritrea","Male","UNESCO_UIS Database_Sep2007",2002,92652,"Sub-Saharan Africa"
"798","ERI","Eritrea","Female","UNESCO_UIS Database_Sep2007",1999,47183,"Sub-Saharan Africa"
"799","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",1999,1660717,"Europe & Central Asia"
"800","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2000,1629244,"Europe & Central Asia"
"801","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2001,1592905,"Europe & Central Asia"
"802","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2002,1560263,"Europe & Central Asia"
"803","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2003,1526760,"Europe & Central Asia"
"804","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2004,1529111,"Europe & Central Asia"
"805","ESP","Spain","Female","UNESCO_UIS Database_Sep2007",2005,1557536,"Europe & Central Asia"
"806","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",1999,1638752,"Europe & Central Asia"
"807","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2001,1590377,"Europe & Central Asia"
"808","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2002,1546514,"Europe & Central Asia"
"809","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2003,1525902,"Europe & Central Asia"
"810","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2004,1519077,"Europe & Central Asia"
"811","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2005,1550280,"Europe & Central Asia"
"812","ESP","Spain","Male","UNESCO_UIS Database_Sep2007",2000,1616706,"Europe & Central Asia"
"813","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2002,60903,"Europe & Central Asia"
"814","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2001,58931,"Europe & Central Asia"
"815","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2003,61196,"Europe & Central Asia"
"816","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",1999,58035,"Europe & Central Asia"
"817","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2000,58096,"Europe & Central Asia"
"818","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2003,61878,"Europe & Central Asia"
"819","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2004,61403,"Europe & Central Asia"
"820","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2005,63325,"Europe & Central Asia"
"821","EST","Estonia","Female","UNESCO_UIS Database_Sep2007",2005,61168,"Europe & Central Asia"
"822","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",1999,57850,"Europe & Central Asia"
"823","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2000,58369,"Europe & Central Asia"
"824","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2004,62979,"Europe & Central Asia"
"825","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2001,60049,"Europe & Central Asia"
"826","EST","Estonia","Male","UNESCO_UIS Database_Sep2007",2002,62366,"Europe & Central Asia"
"827","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2000,1345961,"Sub-Saharan Africa"
"828","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2004,1484738,"Sub-Saharan Africa"
"829","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2005,1757263,"Sub-Saharan Africa"
"830","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2000,821634,"Sub-Saharan Africa"
"831","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2001,1021496,"Sub-Saharan Africa"
"832","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2002,1176459,"Sub-Saharan Africa"
"833","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",1999,1149171,"Sub-Saharan Africa"
"834","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2002,1956898,"Sub-Saharan Africa"
"835","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2003,2182151,"Sub-Saharan Africa"
"836","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2001,1671385,"Sub-Saharan Africa"
"837","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",1999,710235,"Sub-Saharan Africa"
"838","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2005,2731644,"Sub-Saharan Africa"
"839","ETH","Ethiopia","Male","UNESCO_UIS Database_Sep2007",2004,2435729,"Sub-Saharan Africa"
"840","ETH","Ethiopia","Female","UNESCO_UIS Database_Sep2007",2003,1281435,"Sub-Saharan Africa"
"841","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2002,254088,"Europe & Central Asia"
"842","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2004,213173,"Europe & Central Asia"
"843","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",1999,244825,"Europe & Central Asia"
"844","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2000,250613,"Europe & Central Asia"
"845","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2003,255526,"Europe & Central Asia"
"846","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2004,212793,"Europe & Central Asia"
"847","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2005,215233,"Europe & Central Asia"
"848","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2005,215363,"Europe & Central Asia"
"849","FIN","Finland","Female","UNESCO_UIS Database_Sep2007",2001,253505,"Europe & Central Asia"
"850","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",1999,235057,"Europe & Central Asia"
"851","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2000,239841,"Europe & Central Asia"
"852","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2001,239682,"Europe & Central Asia"
"853","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2003,241308,"Europe & Central Asia"
"854","FIN","Finland","Male","UNESCO_UIS Database_Sep2007",2002,238669,"Europe & Central Asia"
"855","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2003,49866,"East Asia & Pacific"
"856","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2004,51145,"East Asia & Pacific"
"857","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2000,49633,"East Asia & Pacific"
"858","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2001,48476,"East Asia & Pacific"
"859","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2002,49280,"East Asia & Pacific"
"860","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",1999,50290,"East Asia & Pacific"
"861","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2004,50878,"East Asia & Pacific"
"862","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2005,50734,"East Asia & Pacific"
"863","FJI","Fiji","Female","UNESCO_UIS Database_Sep2007",2005,51007,"East Asia & Pacific"
"864","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2003,49344,"East Asia & Pacific"
"865","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",1999,48000,"East Asia & Pacific"
"866","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2000,48207,"East Asia & Pacific"
"867","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2001,47955,"East Asia & Pacific"
"868","FJI","Fiji","Male","UNESCO_UIS Database_Sep2007",2002,48416,"East Asia & Pacific"
"869","FRA","France","Female","UNESCO_UIS Database_Sep2007",2003,2877806,"Europe & Central Asia"
"870","FRA","France","Female","UNESCO_UIS Database_Sep2007",1999,2910520,"Europe & Central Asia"
"871","FRA","France","Female","UNESCO_UIS Database_Sep2007",2000,2900840,"Europe & Central Asia"
"872","FRA","France","Female","UNESCO_UIS Database_Sep2007",2002,2868473,"Europe & Central Asia"
"873","FRA","France","Male","UNESCO_UIS Database_Sep2007",2003,2981321,"Europe & Central Asia"
"874","FRA","France","Male","UNESCO_UIS Database_Sep2007",2004,2971673,"Europe & Central Asia"
"875","FRA","France","Female","UNESCO_UIS Database_Sep2007",2004,2855175,"Europe & Central Asia"
"876","FRA","France","Female","UNESCO_UIS Database_Sep2007",2001,2879761,"Europe & Central Asia"
"877","FRA","France","Male","UNESCO_UIS Database_Sep2007",2000,3027905,"Europe & Central Asia"
"878","FRA","France","Female","UNESCO_UIS Database_Sep2007",2005,2955069,"Europe & Central Asia"
"879","FRA","France","Male","UNESCO_UIS Database_Sep2007",2005,3081123,"Europe & Central Asia"
"880","FRA","France","Male","UNESCO_UIS Database_Sep2007",2002,2983057,"Europe & Central Asia"
"881","FRA","France","Male","UNESCO_UIS Database_Sep2007",2001,2996286,"Europe & Central Asia"
"882","FRA","France","Male","UNESCO_UIS Database_Sep2007",1999,3044975,"Europe & Central Asia"
"883","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",1999,6918,"East Asia & Pacific"
"884","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2005,6724,"East Asia & Pacific"
"885","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2001,6588,"East Asia & Pacific"
"886","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2002,6588,"East Asia & Pacific"
"887","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2003,6588,"East Asia & Pacific"
"888","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2000,6588,"East Asia & Pacific"
"889","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2005,6910,"East Asia & Pacific"
"890","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2001,6918,"East Asia & Pacific"
"891","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2000,6918,"East Asia & Pacific"
"892","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",2004,6588,"East Asia & Pacific"
"893","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2004,6918,"East Asia & Pacific"
"894","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2003,6918,"East Asia & Pacific"
"895","FSM","Federated States of Micronesia","Male","UNESCO_UIS Database_Sep2007",2002,6918,"East Asia & Pacific"
"896","FSM","Federated States of Micronesia","Female","UNESCO_UIS Database_Sep2007",1999,6588,"East Asia & Pacific"
"897","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2001,41501,"Sub-Saharan Africa"
"898","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",1999,40097,"Sub-Saharan Africa"
"899","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2000,41501,"Sub-Saharan Africa"
"900","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2002,41501,"Sub-Saharan Africa"
"901","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2003,48071,"Sub-Saharan Africa"
"902","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2004,48071,"Sub-Saharan Africa"
"903","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2003,41501,"Sub-Saharan Africa"
"904","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2001,48071,"Sub-Saharan Africa"
"905","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2004,41501,"Sub-Saharan Africa"
"906","GAB","Gabon","Female","UNESCO_UIS Database_Sep2007",2005,41501,"Sub-Saharan Africa"
"907","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2005,48071,"Sub-Saharan Africa"
"908","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2002,48071,"Sub-Saharan Africa"
"909","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",1999,46446,"Sub-Saharan Africa"
"910","GAB","Gabon","Male","UNESCO_UIS Database_Sep2007",2000,48071,"Sub-Saharan Africa"
"911","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",1999,2552664,"Europe & Central Asia"
"912","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2000,2608431,"Europe & Central Asia"
"913","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2001,2633319,"Europe & Central Asia"
"914","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2002,2706721,"Europe & Central Asia"
"915","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2003,2741211,"Europe & Central Asia"
"916","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2004,2813796,"Europe & Central Asia"
"917","GBR","United Kingdom","Female","UNESCO_UIS Database_Sep2007",2005,2836237,"Europe & Central Asia"
"918","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",1999,2639638,"Europe & Central Asia"
"919","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2000,2695709,"Europe & Central Asia"
"920","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2001,2733120,"Europe & Central Asia"
"921","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2002,2800677,"Europe & Central Asia"
"922","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2003,2789386,"Europe & Central Asia"
"923","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2004,2885730,"Europe & Central Asia"
"924","GBR","United Kingdom","Male","UNESCO_UIS Database_Sep2007",2005,2911185,"Europe & Central Asia"
"925","GEO","Georgia","Female","UNESCO_UIS Database_Sep2007",2002,219307,"Europe & Central Asia"
"926","GEO","Georgia","Female","UNESCO_UIS Database_Sep2007",1999,214352,"Europe & Central Asia"
"927","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",2004,164003,"Europe & Central Asia"
"928","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",2005,160261,"Europe & Central Asia"
"929","GEO","Georgia","Female","UNESCO_UIS Database_Sep2007",2003,220130,"Europe & Central Asia"
"930","GEO","Georgia","Female","UNESCO_UIS Database_Sep2007",2001,218576,"Europe & Central Asia"
"931","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",1999,225919,"Europe & Central Asia"
"932","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",2000,225876,"Europe & Central Asia"
"933","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",2001,226398,"Europe & Central Asia"
"934","GEO","Georgia","Female","UNESCO_UIS Database_Sep2007",2000,215273,"Europe & Central Asia"
"935","GEO","Georgia","Male","UNESCO_UIS Database_Sep2007",2003,230215,"Europe & Central Asia"
