"","Countrycode","Country.or.Area","Subgroup","Source","Year","Value","Region"
"1255","JAM","Jamaica","Female","UNESCO_UIS Database_Sep2007",2005,123317,"Latin America & Caribbean"
"1256","JAM","Jamaica","Male","UNESCO_UIS Database_Sep2007",2003,114639,"Latin America & Caribbean"
"1257","JAM","Jamaica","Male","UNESCO_UIS Database_Sep2007",1999,114998,"Latin America & Caribbean"
"1258","JAM","Jamaica","Male","UNESCO_UIS Database_Sep2007",2000,113101,"Latin America & Caribbean"
"1259","JAM","Jamaica","Male","UNESCO_UIS Database_Sep2007",2001,112634,"Latin America & Caribbean"
"1260","JAM","Jamaica","Male","UNESCO_UIS Database_Sep2007",2002,113238,"Latin America & Caribbean"
"1261","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2003,302574,"Middle East & North Africa"
"1262","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",1999,286424,"Middle East & North Africa"
"1263","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2000,289116,"Middle East & North Africa"
"1264","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2002,299545,"Middle East & North Africa"
"1265","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2003,310546,"Middle East & North Africa"
"1266","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2004,313068,"Middle East & North Africa"
"1267","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2004,302663,"Middle East & North Africa"
"1268","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2001,299545,"Middle East & North Africa"
"1269","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2000,294419,"Middle East & North Africa"
"1270","JOR","Jordan","Female","UNESCO_UIS Database_Sep2007",2005,308094,"Middle East & North Africa"
"1271","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2005,317588,"Middle East & North Africa"
"1272","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2002,307070,"Middle East & North Africa"
"1273","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",2001,307070,"Middle East & North Africa"
"1274","JOR","Jordan","Male","UNESCO_UIS Database_Sep2007",1999,293021,"Middle East & North Africa"
"1275","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2002,4112779,"East Asia & Pacific"
"1276","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2004,3858180,"East Asia & Pacific"
"1277","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",1999,4400282,"East Asia & Pacific"
"1278","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2000,4310967,"East Asia & Pacific"
"1279","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2003,3978217,"East Asia & Pacific"
"1280","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2004,4036276,"East Asia & Pacific"
"1281","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2005,3945398,"East Asia & Pacific"
"1282","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2005,3765041,"East Asia & Pacific"
"1283","JPN","Japan","Female","UNESCO_UIS Database_Sep2007",2001,4220839,"East Asia & Pacific"
"1284","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",1999,4558417,"East Asia & Pacific"
"1285","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2000,4471147,"East Asia & Pacific"
"1286","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2001,4384973,"East Asia & Pacific"
"1287","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2003,4153000,"East Asia & Pacific"
"1288","JPN","Japan","Male","UNESCO_UIS Database_Sep2007",2002,4281271,"East Asia & Pacific"
"1289","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2001,988181,"Europe & Central Asia"
"1290","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",1999,967604,"Europe & Central Asia"
"1291","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2000,992982,"Europe & Central Asia"
"1292","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2002,983360,"Europe & Central Asia"
"1293","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2003,1049493,"Europe & Central Asia"
"1294","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2004,1074300,"Europe & Central Asia"
"1295","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2003,1017675,"Europe & Central Asia"
"1296","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2001,1043494,"Europe & Central Asia"
"1297","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2004,1015852,"Europe & Central Asia"
"1298","KAZ","Kazakhstan","Female","UNESCO_UIS Database_Sep2007",2005,989958,"Europe & Central Asia"
"1299","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2005,1049953,"Europe & Central Asia"
"1300","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2002,1036461,"Europe & Central Asia"
"1301","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",1999,998867,"Europe & Central Asia"
"1302","KAZ","Kazakhstan","Male","UNESCO_UIS Database_Sep2007",2000,1009898,"Europe & Central Asia"
"1303","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2001,1004225,"Sub-Saharan Africa"
"1304","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2003,1107354,"Sub-Saharan Africa"
"1305","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",1999,886875,"Sub-Saharan Africa"
"1306","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2003,1089982,"Sub-Saharan Africa"
"1307","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2004,1255816,"Sub-Saharan Africa"
"1308","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2004,1164040,"Sub-Saharan Africa"
"1309","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2002,1004225,"Sub-Saharan Africa"
"1310","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2005,1197052,"Sub-Saharan Africa"
"1311","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",1999,935286,"Sub-Saharan Africa"
"1312","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2005,1266990,"Sub-Saharan Africa"
"1313","KEN","Kenya","Female","UNESCO_UIS Database_Sep2007",2000,926399,"Sub-Saharan Africa"
"1314","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2002,1059184,"Sub-Saharan Africa"
"1315","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2000,982304,"Sub-Saharan Africa"
"1316","KEN","Kenya","Male","UNESCO_UIS Database_Sep2007",2001,1059184,"Sub-Saharan Africa"
"1317","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2001,338503,"Europe & Central Asia"
"1318","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2002,341446,"Europe & Central Asia"
"1319","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2000,331308,"Europe & Central Asia"
"1320","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2001,345329,"Europe & Central Asia"
"1321","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2002,347590,"Europe & Central Asia"
"1322","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2000,328143,"Europe & Central Asia"
"1323","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2005,364215,"Europe & Central Asia"
"1324","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2004,363446,"Europe & Central Asia"
"1325","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",1999,317326,"Europe & Central Asia"
"1326","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2004,369172,"Europe & Central Asia"
"1327","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2003,367163,"Europe & Central Asia"
"1328","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",2003,372096,"Europe & Central Asia"
"1329","KGZ","Kyrgyzstan","Male","UNESCO_UIS Database_Sep2007",1999,316030,"Europe & Central Asia"
"1330","KGZ","Kyrgyzstan","Female","UNESCO_UIS Database_Sep2007",2005,356990,"Europe & Central Asia"
"1331","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",1999,208829,"East Asia & Pacific"
"1332","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2000,228744,"East Asia & Pacific"
"1333","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2001,141461,"East Asia & Pacific"
"1334","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2002,175856,"East Asia & Pacific"
"1335","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2003,215017,"East Asia & Pacific"
"1336","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2004,253999,"East Asia & Pacific"
"1337","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2005,253999,"East Asia & Pacific"
"1338","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2002,299781,"East Asia & Pacific"
"1339","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2003,345180,"East Asia & Pacific"
"1340","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2001,255415,"East Asia & Pacific"
"1341","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",2000,122613,"East Asia & Pacific"
"1342","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2005,377509,"East Asia & Pacific"
"1343","KHM","Cambodia","Male","UNESCO_UIS Database_Sep2007",2004,377509,"East Asia & Pacific"
"1344","KHM","Cambodia","Female","UNESCO_UIS Database_Sep2007",1999,109272,"East Asia & Pacific"
"1345","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2002,5425,"East Asia & Pacific"
"1346","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",1999,4941,"East Asia & Pacific"
"1347","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2004,5462,"East Asia & Pacific"
"1348","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2005,5475,"East Asia & Pacific"
"1349","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2003,6017,"East Asia & Pacific"
"1350","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2001,6007,"East Asia & Pacific"
"1351","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",1999,4329,"East Asia & Pacific"
"1352","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2000,4522,"East Asia & Pacific"
"1353","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2001,4579,"East Asia & Pacific"
"1354","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2000,7116,"East Asia & Pacific"
"1355","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2003,5355,"East Asia & Pacific"
"1356","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2005,5856,"East Asia & Pacific"
"1357","KIR","Kiribati","Female","UNESCO_UIS Database_Sep2007",2004,6119,"East Asia & Pacific"
"1358","KIR","Kiribati","Male","UNESCO_UIS Database_Sep2007",2002,4909,"East Asia & Pacific"
"1359","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",1999,1895,"Latin America & Caribbean"
"1360","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2001,1896,"Latin America & Caribbean"
"1361","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2002,2159,"Latin America & Caribbean"
"1362","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2000,1895,"Latin America & Caribbean"
"1363","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2004,2028,"Latin America & Caribbean"
"1364","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2005,1997,"Latin America & Caribbean"
"1365","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",1999,1813,"Latin America & Caribbean"
"1366","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2000,1813,"Latin America & Caribbean"
"1367","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2001,2035,"Latin America & Caribbean"
"1368","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2002,2081,"Latin America & Caribbean"
"1369","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2003,1942,"Latin America & Caribbean"
"1370","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2004,1875,"Latin America & Caribbean"
"1371","KNA","Saint Kitts and Nevis","Male","UNESCO_UIS Database_Sep2007",2005,1942,"Latin America & Caribbean"
"1372","KNA","Saint Kitts and Nevis","Female","UNESCO_UIS Database_Sep2007",2003,2156,"Latin America & Caribbean"
"1373","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2004,1726377,"East Asia & Pacific"
"1374","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2005,1949617,"East Asia & Pacific"
"1375","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2004,1919240,"East Asia & Pacific"
"1376","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2000,2175143,"East Asia & Pacific"
"1377","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2001,2064516,"East Asia & Pacific"
"1378","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2002,1969865,"East Asia & Pacific"
"1379","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",1999,2264446,"East Asia & Pacific"
"1380","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",1999,2103237,"East Asia & Pacific"
"1381","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2000,2001637,"East Asia & Pacific"
"1382","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2001,1894186,"East Asia & Pacific"
"1383","KOR","Korea Rep","Male","UNESCO_UIS Database_Sep2007",2003,1923198,"East Asia & Pacific"
"1384","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2002,1798175,"East Asia & Pacific"
"1385","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2005,1742896,"East Asia & Pacific"
"1386","KOR","Korea Rep","Female","UNESCO_UIS Database_Sep2007",2003,1738561,"East Asia & Pacific"
"1387","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2002,121156,"Middle East & North Africa"
"1388","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2003,129519,"Middle East & North Africa"
"1389","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",1999,115507,"Middle East & North Africa"
"1390","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2003,131176,"Middle East & North Africa"
"1391","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2004,133696,"Middle East & North Africa"
"1392","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2001,121811,"Middle East & North Africa"
"1393","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2002,122312,"Middle East & North Africa"
"1394","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2005,123819,"Middle East & North Africa"
"1395","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",1999,119599,"Middle East & North Africa"
"1396","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2000,118849,"Middle East & North Africa"
"1397","KWT","Kuwait","Female","UNESCO_UIS Database_Sep2007",2004,133418,"Middle East & North Africa"
"1398","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2005,125076,"Middle East & North Africa"
"1399","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2001,121946,"Middle East & North Africa"
"1400","KWT","Kuwait","Male","UNESCO_UIS Database_Sep2007",2000,121148,"Middle East & North Africa"
"1401","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2000,107271,"East Asia & Pacific"
"1402","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",1999,96819,"East Asia & Pacific"
"1403","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2000,157315,"East Asia & Pacific"
"1404","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2001,170192,"East Asia & Pacific"
"1405","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2005,226590,"East Asia & Pacific"
"1406","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",1999,143448,"East Asia & Pacific"
"1407","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2004,219300,"East Asia & Pacific"
"1408","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2003,147898,"East Asia & Pacific"
"1409","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2005,167266,"East Asia & Pacific"
"1410","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2003,205464,"East Asia & Pacific"
"1411","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2002,132632,"East Asia & Pacific"
"1412","LAO","Lao PDR","Male","UNESCO_UIS Database_Sep2007",2002,187643,"East Asia & Pacific"
"1413","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2001,118197,"East Asia & Pacific"
"1414","LAO","Lao PDR","Female","UNESCO_UIS Database_Sep2007",2004,160279,"East Asia & Pacific"
"1415","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",1999,191949,"Middle East & North Africa"
"1416","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2004,174496,"Middle East & North Africa"
"1417","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2005,175722,"Middle East & North Africa"
"1418","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2005,186644,"Middle East & North Africa"
"1419","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",1999,180416,"Middle East & North Africa"
"1420","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2000,186133,"Middle East & North Africa"
"1421","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2004,184566,"Middle East & North Africa"
"1422","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2002,163068,"Middle East & North Africa"
"1423","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2003,170669,"Middle East & North Africa"
"1424","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2001,166561,"Middle East & North Africa"
"1425","LBN","Lebanon","Male","UNESCO_UIS Database_Sep2007",2001,155575,"Middle East & North Africa"
"1426","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2002,173102,"Middle East & North Africa"
"1427","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2000,197084,"Middle East & North Africa"
"1428","LBN","Lebanon","Female","UNESCO_UIS Database_Sep2007",2003,179542,"Middle East & North Africa"
"1429","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",1999,44355,"Sub-Saharan Africa"
"1430","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2004,79060,"Sub-Saharan Africa"
"1431","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2005,79060,"Sub-Saharan Africa"
"1432","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2005,56449,"Sub-Saharan Africa"
"1433","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",1999,69523,"Sub-Saharan Africa"
"1434","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2000,79060,"Sub-Saharan Africa"
"1435","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2002,79060,"Sub-Saharan Africa"
"1436","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2003,79060,"Sub-Saharan Africa"
"1437","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2002,56449,"Sub-Saharan Africa"
"1438","LBR","Liberia","Male","UNESCO_UIS Database_Sep2007",2001,79060,"Sub-Saharan Africa"
"1439","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2000,56449,"Sub-Saharan Africa"
"1440","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2001,56449,"Sub-Saharan Africa"
"1441","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2004,56449,"Sub-Saharan Africa"
"1442","LBR","Liberia","Female","UNESCO_UIS Database_Sep2007",2003,56449,"Sub-Saharan Africa"
"1443","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2005,373616,"Middle East & North Africa"
"1444","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",1999,408027,"Middle East & North Africa"
"1445","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",1999,416511,"Middle East & North Africa"
"1446","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2000,416511,"Middle East & North Africa"
"1447","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2001,416511,"Middle East & North Africa"
"1448","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2003,402916,"Middle East & North Africa"
"1449","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2004,373616,"Middle East & North Africa"
"1450","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2000,408027,"Middle East & North Africa"
"1451","LBY","Libya","Female","UNESCO_UIS Database_Sep2007",2002,416511,"Middle East & North Africa"
"1452","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2005,327920,"Middle East & North Africa"
"1453","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2004,327920,"Middle East & North Africa"
"1454","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2003,395076,"Middle East & North Africa"
"1455","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2001,408027,"Middle East & North Africa"
"1456","LBY","Libya","Male","UNESCO_UIS Database_Sep2007",2002,408027,"Middle East & North Africa"
"1457","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",1999,6691,"Latin America & Caribbean"
"1458","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2001,7194,"Latin America & Caribbean"
"1459","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2002,7255,"Latin America & Caribbean"
"1460","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2003,7497,"Latin America & Caribbean"
"1461","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2004,7471,"Latin America & Caribbean"
"1462","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2005,7479,"Latin America & Caribbean"
"1463","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",1999,5156,"Latin America & Caribbean"
"1464","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2000,5358,"Latin America & Caribbean"
"1465","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2001,5544,"Latin America & Caribbean"
"1466","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2002,5488,"Latin America & Caribbean"
"1467","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2003,6613,"Latin America & Caribbean"
"1468","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2004,6738,"Latin America & Caribbean"
"1469","LCA","Saint Lucia","Male","UNESCO_UIS Database_Sep2007",2005,6307,"Latin America & Caribbean"
"1470","LCA","Saint Lucia","Female","UNESCO_UIS Database_Sep2007",2000,7172,"Latin America & Caribbean"
"1471","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2003,1791,"Europe & Central Asia"
"1472","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2002,1791,"Europe & Central Asia"
"1473","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2003,1464,"Europe & Central Asia"
"1474","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2004,1793,"Europe & Central Asia"
"1475","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2005,1793,"Europe & Central Asia"
"1476","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",1999,1791,"Europe & Central Asia"
"1477","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2000,1791,"Europe & Central Asia"
"1478","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2004,1480,"Europe & Central Asia"
"1479","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2005,1480,"Europe & Central Asia"
"1480","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2001,1464,"Europe & Central Asia"
"1481","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2002,1464,"Europe & Central Asia"
"1482","LIE","Liechtenstein","Male","UNESCO_UIS Database_Sep2007",2001,1791,"Europe & Central Asia"
"1483","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",1999,1464,"Europe & Central Asia"
"1484","LIE","Liechtenstein","Female","UNESCO_UIS Database_Sep2007",2000,1464,"Europe & Central Asia"
"1485","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2000,1188251,"South Asia"
"1486","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2001,1188251,"South Asia"
"1487","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2002,1188251,"South Asia"
"1488","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",1999,1188251,"South Asia"
"1489","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2004,1153301,"South Asia"
"1490","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2005,1153301,"South Asia"
"1491","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",1999,1156709,"South Asia"
"1492","LKA","Sri Lanka","Female","UNESCO_UIS Database_Sep2007",2003,1174269,"South Asia"
"1493","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2001,1156709,"South Asia"
"1494","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2002,1156709,"South Asia"
"1495","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2003,1145824,"South Asia"
"1496","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2004,1179025,"South Asia"
"1497","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2005,1179025,"South Asia"
"1498","LKA","Sri Lanka","Male","UNESCO_UIS Database_Sep2007",2000,1156709,"South Asia"
"1499","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2004,39496,"Sub-Saharan Africa"
"1500","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2005,41728,"Sub-Saharan Africa"
"1501","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2000,32131,"Sub-Saharan Africa"
"1502","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",2005,52732,"Sub-Saharan Africa"
"1503","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",1999,31337,"Sub-Saharan Africa"
"1504","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",2001,44366,"Sub-Saharan Africa"
"1505","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2001,34900,"Sub-Saharan Africa"
"1506","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2002,36089,"Sub-Saharan Africa"
"1507","LSO","Lesotho","Male","UNESCO_UIS Database_Sep2007",2003,37116,"Sub-Saharan Africa"
"1508","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",2003,47202,"Sub-Saharan Africa"
"1509","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",1999,42283,"Sub-Saharan Africa"
"1510","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",2000,42182,"Sub-Saharan Africa"
"1511","LSO","Lesotho","Female","UNESCO_UIS Database_Sep2007",2004,49972,"Sub-Saharan Africa"
